WBAN_ID,STATION_NAME,STATE_PROVINCE,COUNTRY
13781,WILMINGTON,DE,US
13782,CHARLESTON,SC,US
13783,GREENVILLE,NC,US
13784,RALEIGH,NC,US
13785,CAFFEYS INLET,NC,US
13786,ELIZABETH CITY,NC,US
13787,ELIZABETH CITY,NC,US
13788,GEORGETOWN,SC,US
13789,KILL DEVIL HILLS,NC,US
13790,LANE,SC,US
13791,MANTEO,NC,US
13792,OAK ISLAND,NC,US
13793,OREGON INLET,NC,US
13794,COATSVILLE,PA,US
13795,LITTLE MACHIPONGA,VA,US
13796,OCEAN CITY,MD,US
13797,SNOW HILL,MD,US
13798,ASSATEAGUE BEACH,VA,US
13799,BARNEGAT CITY,NJ,US
13801,MONTGOMERY,AL,US
13802,BELLEVILLE,IL,US
13803,COLUMBUS,IN,US
13804,SEYMOUR ,IN,US
13805,INDIANAPOLIS,IN,US
13806,CAMP CAMPBELL,KY,US
13807,FORT KNOX,KY,US
13808,TALLAHASSEE,FL,US
13809,LAWRENCEVILLE,IL,US
13810,LOUISVILLE ,KY,US
13811,MADISON,IN,US
13812,COLUMBUS,OH,US
13813,DAYTON,OH,US
13814,BLYTHEVILLE,AR,US
13815,ALBANY,GA,US
13816,STURGIS,KY,US
13817,MERIDIAN,MS,US
13818,BIRMINGHAM,AL,US
13819,BAINBRIDGE,GA,US
13820,BILOXI,MS,US
13821,MONTGOMERY,AL,US
13822,GREENVILLE,SC,US
13823,GRENADA,MS,US
13824,SAVANNAH,GA,US
13825,COLUMBUS,MS,US
13826,COURTLAND,AL,US
13827,SMYRNA,TN,US
13828,DYERSBURG,TN,US
13829,FORT BENNING,GA,US
13830,COLUMBIA,SC,US
13831,CHARLOTTE,NC,US
13832,GULFPORT,MS,US
13833,HATTIESBURG,MS,US
13834,LAUREL,MS,US
13835,MOULTRIE,GA,US
13836,MACON,GA,US
13837,AUGUSTA ,GA,US
13838,MOBILE,AL,US
13839,DOTHAN,AL,US
13840,*FAIRFIELD,OH,US
13841,WILMINGTON,OH,US
13842,ASHEVILLE,NC,US
13843,LEBANON,TN,US
13844,PERRY,FL,US
13845,,,
13846,PANAMA CITY,FL,US
13847,TOWNSEND ,GA,US
13848,MALDEN,MO,US
13849,SUMTER,SC,US
13850,SELMA,AL,US
13851,MARIANA,FL,US
13852,THOMASVILLE,GA,US
13853,SAVANNAH,GA,US
13854,,,
13855,TULLAHOMA ,TN,US
13856,TUSKEGEE,AL,US
13857,VALDOSTA,GA,US
13858,VALPARAISO,FL,US
13859,WALTERBORO,SC,US
13860,WARNER ROBINS,GA,US
13861,WAYCROSS,GA,US
13862,MEMPHIS,TN,US
13863,GAINESVILLE,GA,US
13864,MARIETTA,GA,US
13865,MERIDIAN,MS,US
13866,CHARLESTON,WV,US
13867,PARKERSBURG,WV,US
13868,PULASKI,VA,US
13869,ALBANY,GA,US
13870,ALMA,GA,US
13871,ANNISTON,AL,US
13872,ASHEVILLE,NC,US
13873,ATHENS,GA,US
13874,ATLANTA,GA,US
13875,AUGUSTA ,GA,US
13876,BIRMINGHAM,AL,US
13877,BRISTOL,TN,US
13878,BRUNSWICK,GA,US
13879,,,
13880,CHARLESTON,SC,US
13881,CHARLOTTE,NC,US
13882,CHATTANOOGA,TN,US
13883,COLUMBIA,SC,US
13884,CRESTVIEW,FL,US
13885,EVERGREEN,AL,US
13886,GREEENVILLE,SC,US
13887,,,
13888,JACKS CREEK,TN,US
13889,JACKSONVILLE,FL,US
13890,JASPER,FL,US
13891,KNOXVILLE,TN,US
13892,MACON,GA,US
13893,MEMPHIS,TN,US
13894,MOBILE,AL,US
13895,MONTGOMERY,AL,US
13896,MUSCLE SHOALS,AL,US
13897,NASHVILLE,TN,US
13898,,,
13899,PENSACOLA,FL,US
13901,STEPHENVILLE,TX,US
13902,ALTUS,OK,US
13903,ARDMORE,OK,US
13904,AUSTIN,TX,US
13905,* BRYAN,TX,US
13906,COFFEYVILLE,KS,US
13907,DALLAS ,TX,US
13908,DALLAS ,TX,US
13909,ENID,OK,US
13910,ABILENE,TX,US
13911,* FORT WORTH,TX,US
13912,FREDERICK,OK,US
13913,MUSKOGEE,OK,US
13914,WOODWARD,OK,US
13915,HERINGTON,KS,US
13916,MUSKOGEE,OK,US
13917,NEWPORT,AR,US
13918,OKLAHOMA CITY,OK,US
13919,OKLAHOMA CITY,OK,US
13920,TOPEKA,KS,US
13921,LEAVENWORTH,KS,US
13922,SALINA,KS,US
13923,SHERMAN,TX,US
13924,GROESBECK,TX,US
13925,STUTTGART,AR,US
13926,GREENVILLE,TX,US
13927,JACKSON,MS,US
13928,WACO,TX,US
13929,WALNUT RIDGE,AR,US
13930,KNOB NOSTER,MO,US
13931,WICHITA FALLS,TX,US
13932,WINFIELD ,KS,US
13933,GREENWOOD,MS,US
13934,ALEXANDRIA,LA,US
13935,*ALEXANDRIA,LA,US
13936,BATON ROUGE,LA,US
13937,DERIDDER,LA,US
13938,PARIS,TX,US
13939,GREENVILLE,MS,US
13940,GREAT BEND,KS,US
13941,*LAKE CHARLES,LA,US
13942,*MONROE,LA,US
13943,NEW ORLEANS,LA,US
13944,SHREVEPORT,LA,US
13945,FORT SILL,OK,US
13946,VICTORIA,KS,US
13947,FORT RILEY,KS,US
13948,PRATT,KS,US
13949,INDEPENDENCE,KS,US
13950,BROWNWOOD,TX,US
13951,TEMPLE,TX,US
13952,ST JOSEPH,MO,US
13953,HOPE,AR,US
13954,MIAMI,OK,US
13955,CAMP HOOD,TX,US
13956,JACKSON,MS,US
13957,SHREVEPORT,LA,US
13958,AUSTIN,TX,US
13959,*WACO,TX,US
13960,DALLAS ,TX,US
13961,FORT WORTH,TX,US
13962,ABILENE,TX,US
13963,LITTLE ROCK,AR,US
13964,FORT SMITH,AR,US
13965,ARDMORE,OK,US
13966,WICHITA FALLS,TX,US
13967,OKLAHOMA CITY,OK,US
13968,TULSA,OK,US
13969,PONCA CITY,OK,US
13970,BATON ROUGE,LA,US
13971,HARRISON,AR,US
13972,TYLER,TX,US
13973,JUNCTION,TX,US
13974,HARPERSVILLE,TX,US
13975,GAGE,OK,US
13976,LAFAYETTE,LA,US
13977,TEXARKANA,AR,US
13978,GREENWOOD,MS,US
13979,VICKSBURG,MS,US
13980,ANTHONY,KS,US
13981,CHANUTE,KS,US
13982,CHILLICOTHE ,MO,US
13983,COLUMBIA,MO,US
13984,CONCORDIA,KS,US
13985,DODGE CITY,KS,US
13986,HUTCHINSON,KS,US
13987,JOPLIN,MO,US
13988,KANSAS CITY,MO,US
13989,EMPORIA,KS,US
13990,LEBO,KS,US
13991,MARSHALL,MO,US
13992,NEW FLORENCE,MO,US
13993,ST JOSEPH,MO,US
13994,ST LOUIS,MO,US
13995,SPRINGFIELD,MO,US
13996,TOPEKA,KS,US
13997,VICHY,MO,US
13998,WICHITA  ,KS,US
13999,CLINTON,OK,US
14001,,, 
14002,CHERBOURG,,FRANCE
14003,,,
14004,,,
14005,,,
14006,,,
14007,MADRID,,SPAIN
14008,BORDEAUX,,FRANCE
14009,ST NAZAITE,,FRANCE
14010,ZARAGOSA ,,SPAIN
14011,TORREJON,,SPAIN
14012,MADRID,,SPAIN
14013,TUDELA,,SPAIN
14501,GANDER,NEWFOUNDLAND,CANADA
14502,MIQUELON IS,NEWFOUNDLAND,CANADA
14503,*STEPHENVILLE,NEWFOUNDLAND,CANADA
14504,,,
14505,ST JOHNS,NEWFOUNDLAND,CANADA
14506,*ST JOHNS/TORBAY,NEWFOUNDLAND,CANADA
14507,WESLEYVILLE,NEWFOUNDLAND,CANADA
14508,*ARGENTIA,NEWFOUNDLAND,CANADA
14509,GANDER,NEWFOUNDLAND,CANADA
14510,BOTWOOD,NEWFOUNDLAND,CANADA
14511,BUCHANS,NEWFOUNDLAND,CANADA
14512,CAPE RACE,NEWFOUNDLAND,CANADA
14513,FOGO,NEWFOUNDLAND,CANADA
14514,GRAND BANK,NEWFOUNDLAND,CANADA
14515,ST ANDREWS,NEWFOUNDLAND,CANADA
14516,TWILLINGATE,NEWFOUNDLAND,CANADA
14517,ST JOHNS,NEWFOUNDLAND,CANADA
14518,ST PIERRE ISLAND,NEWFOUNDLAND,CANADA
14519,MILLERTOWN,NEWFOUNDLAND,CANADA
14520,ST GEORGES,NEWFOUNDLAND,CANADA
14521,ST JOHNS,NEWFOUNDLAND,CANADA
14522,BONAVISTA,NEWFOUNDLAND,CANADA
14523,DEERLAKE APT,NEWFOUNDLAND,CANADA
14524,BAY D'ESPAIR,ST ALBANS NEWFOUNDLAND,CANADA
14525,TREPASSEY,NEWFOUNDLAND,CANADA
14526,PORT AUX BASQUE,NEWFOUNDLAND,CANADA
14527,BURGEO,NEWFOUNDLAND,CANADA
14528,COMFORT COVE,NEWFOUNDLAND,CANADA
14529,ST ALBANS,NEWFOUNDLAND,CANADA
14530,PLACENTIA,NEWFOUNDLAND,CANADA
14531,TORBAY,NEWFOUNDLAND,CANADA
14532,BADGER,NEWFOUNDLAND,CANADA
14533,ARGENTIA VTMS,NEWFOUNDLAND,CANADA
14534,LA SCIE,NEWFOUNDLAND,CANADA
14535,KILLIGREWS,NEWFOUNDLAND,CANADA
14536,DEVIL'S HEAD,NEWFOUNDLAND,CANADA
14537,GWILLINGATE,NEWFOUNDLAND,CANADA
14538,SAGONA,NEWFOUNDLAND,CANADA
14539,ROCKY HARBOUR CS,NEWFOUNDLAND,CANADA
14540,TERRA NOVA NATIONAL PARK CS,NEWFOUNDLAND,CANADA
14601,BANGOR,ME,US
14602,CADILLAC MOUNTAIN,ME,US
14603,HOULTON,ME,US
14604,PRESQUE ISLE,ME,US
14605,AUGUSTA,ME,US
14606,BANGOR,ME,US
14607,CARIBOU,ME,US
14608,EASTPORT,ME,US
14609,HOULTON,ME,US
14610,MILLINOCKET,ME,US
14611,BRUNSWICK,ME,US
14612,ROCKLAND,ME,US
14613,CASTINE,ME,US
14614,GREENVILLE,ME,US
14615,WATERVILLE,ME,US
14616,BAR HARBOR,ME,US
14617,BAR HARBOR,ME,US
14618,CHATHAM,MA,US
14619,LINCOLN,ME,US
14620,OTTER POINT,ME,US
14621,SOUTHWEST HARBOT,ME,US
14622,OLD TOWN,ME,US
14623,LIMESTONE,ME,US
14624,HALIFAX,NOVA SCOTIA,CANADA
14625,MONCTON,NEW BRUNSWICK,CANADA
14626,ANTICOSTI,QUEBEC,CANADA
14627,BAIE COMEAU,QUEBEC,CANADA
14628,BLISSVILLE,NEW BRUNSWICK,CANADA
14629,CAMBELLTON,NEW BRUNSWICK,CANADA
14630,CHARLOTTETOWN,PRINCE EDWARD ISLAND,CANADA
14631,CHATHAM,NEW BRUNSWICK,CANADA
14632,COPPER LAKE,NOVA SCOTIA,CANADA
14633,*DARTMOUTH,NOVA SCOTIA,CANADA
14634,DEBERT,NOVA SCOTIA,CANADA
14635,ECUM SECUM,NOVA SCOTIA,CANADA
14636,GREENWOOD,NOVA SCOTIA,CANADA
14637,GRINDSTONE ISLAND,QUEBEC,CANADA
14638,LIVERPOOL,NOVA SCOTIA,CANADA
14639,MONT JOLI,QUEBEC,CANADA
14640,NEW GLASGOW,NOVA SCOTIA,CANADA
14641,PENNFIELD RIDGE,NEW BRUNSWICK,CANADA
14642,SABLE ISLAND,NOVA SCOTIA,CANADA
14643,ST JOHN,NEW BRUNSWICK,CANADA
14644,ST PAUL ISLAND,NOVA SCOTIA,CANADA
14645,SUMMERSIDE,PRINCE EDWARD ISLAND,CANADA
14646,SYDNEY,NOVA SCOTIA,CANADA
14647,YARMOUTH,NOVA SCOTIA,CANADA
14648,FREDERICTON,NEW BRUNSWICK,CANADA
14649,LUCASVILLE,NOVA SCOTIA,CANADA
14650,KELLY LAKE,NOVA SCOTIA,CANADA
14651,HALIFAX,NOVA SCOTIA,CANADA
14652,LURCHER LIGHTSHIP,NOVA SCOTIA,CANADA
14653,SAMBRO LIGHTSHIP,NOVA SCOTIA,CANADA
14654,FORESTVILLE,QUEBEC,CANADA
14655,LOCH LOMOND,NEW BRUNSWICK,CANADA
14656,FATHER POINT,QUEBEC,CANADA
14657,GEORGES SHOAL AFS,,
14658,NANTUCKET SHOAL AFS,,
14659,FAME POINT,QUEBEC,CANADA
14660,GASPE ,QUEBEC,CANADA
14661,KEDGWICK,NEW BRUNSWICK,CANADA
14662,SHEDIAC,NEW BRUNSWICK,CANADA
14663,WOLFVILLE,NOVA SCOTIA,CANADA
14664,ST STEPHEN,NEW BRUNSWICK,CANADA
14665,FOX RIVER,QUEBEC,CANADA
14666,FREDERICTON,NEW BRUNSWICK,CANADA
14667,CAPE NORTH,NOVA SCOTIA,CANADA
14668,WESTERN HEAD,NOVA SCOTIA,CANADA
14669,DARTMOUTH,NOVA SCOTIA,CANADA
14670,FREDERICTON,NEW BRUNSWICK,CANADA
14671,HALIFAX,NOVA SCOTIA,CANADA
14672,KENTVILLE,NOVA SCOTIA,CANADA
14673,HALIFAX INT. APT,NOVA SCOTIA,CANADA
14674,ELLIS BAY,QUEBEC,CANADA
14675,TRURO ,NOVA SCOTIA,CANADA
14676,DEMING,NOVA SCOTIA,CANADA
14677,CANSO,NOVA SCOTIA,CANADA
14678,MISCOU ISLAND,NEW BRUNSWICK,CANADA
14679,HALIFAX CITADEL,NOVA SCOTIA,CANADA
14680,GASPE A,QUEBEC,CANADA
14681,STE. ANNE DES MONTS A,QUEBEC,CANADA
14682,RIVIEVE DU LOUP,QUEBEC,CANADA
14683,CHARLO,NEW BRUNSWICK,CANADA
14684,CHATHAM,MA,US
14685,GAGETOWN,NEW BRUNSWICK,CANADA
14686,EDDY POINT,NOVA SCOTIA,CANADA
14687,INVERNESS,NOVA SCOTIA,CANADA
14688,CHARLOTTETOWN CDA,PRINCE EDWARD ISLAND,CANADA
14689,PORT MENIER,QUEBEC,CANADA
14690,ST STEPHEN (AUT),NEW BRUNSWICK,CANADA
14691,AMHERST (AUT),NOVA SCOTIA,CANADA
14692,INVERNESS (AUT),NOVA SCOTIA,CANADA
14693,SHELBURNE,NOVA SCOTIA,CANADA
14694,PORT HASTINGS CANAL,NOVA SCOTIA,CANADA
14695,EAST POINT AUTO,PRINCE EDWARD ISLAND,CANADA
14696,ILES DE LA MADELEINA,QUEBEC,CANADA
14697,CUTLER,ME,US
14698,RIVIERE DU LOUP,QUEBEC,CANADA
14699,PORT MENIER,QUEBEC,CANADA
14700,ROCHESTER CG STATION,NY,US
14701,PITTSBURGH,PA,US
14702,BEDFORD,MA,US
14703,CHICOPEE FALLS,MA,US
14704,FALMOUTH,MA,US
14705,FARMINGDALE,NY,US
14706,FORT DIX,NJ,US
14707,GROTON,CT,US
14708,HEMPSTEAD,NY,US
14709,NEW YORK UNIVERSITY,NY,US
14710,MANCHESTER,NH,US
14711,*MIDDLETOWN,PA,US
14712,READING,PA,US
14713,PROVIDENCE,RI,US
14714,NEWBURGH,NY,US
14715,GREAT BEND,NY,US
14716,CAMBRIDGE,MA,US
14717,ROME,NY,US
14718,STRAFFORD,CT,US
14719,SUFFOLK,NY,US
14720,SYRACUSE,NY,US
14721,WINDSOR LOCKS,CT,US
14722,SPRING LAKE,NJ,US
14723,FISHERS ISLAND,NY,US
14724,PORTLAND,ME,US
14725,FT. MONMOUTH,NJ,US
14726,MILLER FIELD,NY,US
14727,ST CATHARINES,ONTARIO,CANADA
14728,JAMESTOWN,RI,US
14729,MINEOLA,NY,US
14730,ROCKPORT,MA,US
14731,PRINCETON,NJ,US
14732,NEW YORK,NY,US
14733,BUFFALO,NY,US
14734,NEWARK,NY,US
14735,ALBANY,NJ,US
14736,ALTOONA,PA,US
14737,ALLENTOWN,PA,US
14738,BINGHAMTON,NY,US
14739,BOSTON,MA,US
14740,BRADLEY FIELD,CT,US
14741,BROOKVILLE,PA,US
14742,*BURLINGTON,VT,US
14743,CANTON,NY,US
14744,COLUMBIAVILLE,NY,US
14745,CONCORD ,NH,US
14746,CURWENSVILLE,PA,US
14747,DUNKIRK,NY,US
14748,ELMIRA,NY,US
14749,FORT PLAIN,NY,US
14750,GLEN FALLS,NY,US
14751,HARRISBURG,PA,US
14752,HARTFORD,CT,US
14753,MILTON,MA,US
14754,MT POCONO,PA,US
14755,MT WASHINGTON,NH,US
14756,NANTUCKET   ,MA,US
14757,POUGHKEEPSIE WB,NY,US
14758,NEW HAVEN,CT,US
14759,OSWEGO,NY,US
14760,PARK PLACE,PA,US
14761,PHILIPSBURG,PA,US
14762,PITTSBURGH,PA,US
14763,PITTSFIELD,MA,US
14764,PORTLAND,ME,US
14765,PROVIDENCE,RI,US
14766,PUTNAM,CT,US
14767,READING,PA,US
14768,ROCHESTER  ,NY,US
14769,SCRANTON,PA,US
14770,SELINSGROVE,PA,US
14771,SYRACUSE,NY,US
14772,TICONDEROGA,NY,US
14773,TRENTON,NJ,US
14774,UTICA,NY,US
14775,WESTFIELD,MA,US
14776,LEBANON,NH,US
14777,WILKES BARRE,PA,US
14778,WILLIAMS PORT,PA,US
14779,RED BANK,NJ,US
14780,LAKEHURST,NJ,US
14781,AYER,MA,US
14782,CHARLESTOWN,RI,US
14783,HYANNIS,MA,US
14784,LEWISTON,ME,US
14785,MARTHA'S VINEYARD,MA,US
14786,NEW YORK,NY,US
14787,NEWPORT,RI,US
14788,QUONSET PT,RI,US
14789,SQUANTUM,MA,US
14790,SO. WEYMOUTH,MA,US
14791,SANFORD,ME,US
14792,TRENTON,NJ,US
14793,WILLOW GROVE,PA,US
14794,WESTERLY,RI,US
14795,ROCKAWAY BEACH,NY,US
14796,ALBANY,NY,US
14797,BEAR MOUNTAIN,NY,US
14798,BINGHAMTON,NY,US
14799,BLOCK ISLAND,RI,US
14801,BATTLE CREEK,MI,US
14802,CHICAGO,IL,US
14803,,,
14804,MT CLEMENS,MI,US
14805,FORT WAYNE,IN,US
14806,RANTOUL,IL,US
14807,ROMULUS,MI,US
14808,OSCODA,MI,US
14809,CORAPOLIS,PA,US
14810,ORCHARD PL AIRPORT,IL,US
14811,,,
14812,MERCER,PA,US
14813,AKRON,OH,US
14814,ALPENA,MI,US
14815,BATTLE CREEK,MI,US
14816,BRADFORD,IL,US
14817,CADILLAC,MI,US
14818,CHENOA,IL,US
14819,CHICAGO,IL,US
14820,CLEVELAND,OH,US
14821,COLUMBUS,OH,US
14822,DETROIT,OH,US
14823,EAST LIVERPOOL,OH,US
14824,ESCANABA,MI,US
14825,FINDLAY,OH,US
14826,FLINT,MI,US
14827,FORT WAYNE,IN,US
14828,GLADWIN,MI,US
14829,GOSHEN,IN,US
14830,GRAND RAPIDS,MI,US
14831,GREEN BAY,WI,US
14832,HAYESVILLE,OH,US
14833,JACKSON,MI,US
14834,JOLIET,IL,US
14835,LAFAYETTE,IN,US
14836,LANSING,MI,US
14837,MADISON,WI,US
14838,MARQUETTE,MI,US
14839,MILWAUKEE,WI,US
14840,MUSKEGON,MI,US
14841,PELLSTON,MI,US
14842,PEORIA,IL,US
14843,PERRY,OH,US
14844,ROCKFORD,IL,US
14845,SAGINAW,MI,US
14846,SANDUSKY,OH,US
14847,SAULT STE MARIE,MI,US
14848,SOUTH BEND,IN,US
14849,TOLEDO,OH,US
14850,TRAVERSE CITY,MI,US
14851,MARQUETTE,MI,US
14852,YOUNGSTOWN,OH,US
14853,YPSILANTI,MI,US
14854,BUNKER HILL,IN,US
14855,GLENVIEW,IL,US
14856,GROSSE ISLE,MI,US
14857,TRAVERSE CITY,MI,US
14858,CALUMET,MI,US
14859,GRAND MARAIS,MI,US
14860,ERIE,PA,US
14861,PITTSBURGH,PA,US
14862,ALGER,OH,US
14863,ARCHBOLD,OH,US
14864,BIG RAPIDS,MI,US
14865,BLOOMINGTON,IL,US
14866,CAMBRIDGE,OH,US
14867,CHARLEVOIX  ,MI,US
14868,COLDWATER,OH,US
14869,FRANKFORT,MI,US
14870,HARBOR BEACH,MI,US
14871,HOUGHTON,MI,US
14872,HUNTSVILLE,OH,US
14873,MCCOOL,IN,US
14874,PEORIA,IL,US
14875,PORT CLINTON,OH,US
14876,ST IGNACE,MI,US
14877,STERLING,IL,US
14878,VICKERY,OH,US
14879,WARREN,OH,US
14880,WAUKEGON,IL,US
14881,CHICAGO,IL,US
14882,CLEVELAND,OH,US
14883,DETROIT,MI,US
14884,EAST LANSING,MI,US
14885,GRAND RAPIDS,MI,US
14886,LAND O'LAKES,WI,US
14887,MADISON,WI,US
14888,MILWAUKEE,WI,US
14889,TOLEDO,OH,US
14890,FREELAND,MI,US
14891,MANSFIELD,OH,US
14892,CHICAGO,IL,US
14893,ERIE,PA,US
14894,WHEELING,WV,US
14895,AKRON,OH,US
14896,AKRON,OH,US
14897,WAUSAU,WI,US
14898,GREEN BAY,WI,US
14899,KAPUSKASING,ONTARIO,CANADA
14901,BRUNING,NE,US
14902,HARVARD,NE,US
14903,FORT OMAHA,NE,US
14904,LINCOLN,NE,US
14905,KEARNEY,NE,US
14906,SIOUX CITY,IA,US
14907,GENEVA,NE,US
14908,SIOUX FALLS,SD,US
14909,GRAND ISLAND,NE,US
14910,ALEXANDRIA,MN,US
14911,MINNEAPOLIS,MN,US
14912,DEVILS LAKE,ND,US
14913,DULUTH,MN,US
14914,FARGO,ND,US
14915,FRONTENAC,MN,US
14916,GRAND FORKS,ND,US
14917,GRAND FORKS,ND,US
14918,INTNL. FALLS,MN,US
14919,JAMESTOWN,ND,US
14920,LACROSSE,WI,US
14921,LONE ROCK,WI,US
14922,MINNEAPOLIS,MN,US
14923,MOLINE,IL,US
14924,PEMBINA,ND,US
14925,ROCHESTER,MN,US
14926,ST. CLOUD,MN,US
14927,ST. PAUL,MN,US
14928,WILLMAR,MN,US
14929,ABERDEEN,SD,US
14930,ATLANTIC,IA,US
14931,BURLINGTON,IA,US
14932,DAVENPORT,IA,US
14933,DES MOINES,IA,US
14934,DUBUQUE,IA,US
14935,GRAND ISLAND,NE,US
14936,HURON,SD,US
14937,IOWA CITY,IA,US
14938,KIRKSVILLE,MO,US
14939,LINCOLN,NE,US
14940,MASON CITY,IA,US
14941,NORFOLK,NE,US
14942,OMAHA,NE,US
14943,SIOUX CITY,IA,US
14944,SIOUX FALLS,SD,US
14945,TARKIO,MO,US
14946,WATERTOWN,SD,US
14947,MINNEAPOLIS,MN,US
14948,OTTUMWA,IA,US
14949,FT. CROOK,NE,US
14950,OTTUMWA,IA,US
14951,ASHLEY,ND,US
14952,DAWSON,MN,US
14953,HINCKLEY,MN,US
14954,MANKATO,MN,US
14955,ROSEAU,MN,US
14956,SPRINGFIELD,MN,US
14957,VALLEY CITY,ND,US
14958,BEMIDJI,MN,US
14959,DULUTH,MN,US
14960,LACROSSE,WI,US
14961,MINNEAPOLIS,MN,US
14962,PARK FALLS,WI,US
14963,,,
14964,BURWELL,NE,US
14965,CEDAR RAPIDS,IA,US
14966,CHARLES CITY,IA,US
14967,DES MOINES,IA,US
14968,HURON,SD,US
14969,KEOKUK,IA,US
14970,LAMONI,IA,US
14971,LINCOLN,NE,US
14972,SPENCER,IA,US
14973,TYNDALL,SD,US
14974,ADAIR,IA,US
14975,COZAD,NE,US
14976,GRINNELL,IA,US
14977,HIGHMORE,SD,US
14978,HOWARD,SD,US
14979,IOWA FALLS,IA,US
14980,MILLER,SD,US
14981,MONTEZUMA,IA,US
14982,MOUNT AYR,IA,US
14983,OMAHA,NE,US
14984,ONAWA,IA,US
14985,OVERTON,NE,US
14986,REDFIELD,SD,US
14987,SIOUX CITY,IA,US
14988,STORY CITY,IA,US
14989,YORK,NE,US
14990,CEDAR RAPIDS,IA,US
14991,EAU CLAIRE,WI,US
14992,REDWOOD FALLS,MN,US
14993,LAMONI,IA,US
14994,LEXINGTON,NE,US
14995,GRANTSBURG,WI,US
14996,WINNIPEG,MANITOBA,CANADA
14997,BRANDON,MANITOBA,CANADA
14998,GRAHAM,ONTARIO,CANADA
14999,KENORA,ONTARIO,CANADA
15001,LANGAR, ,ENGLAND
15002,LEUCHERS,,SCOTLAND
15003,THURLEIGH,,ENGLAND
15004,DET Q,,ENGLAND
15005,NUTT'S CORNER,,ENGLAND
15006,PENZANCE,,ENGLAND
15007,STORNOWAY,,ENGLAND
15008,DET M (BRISTOL),,ENGLAND
15009,WESTON SUPER MARE,,ENGLAND
15010,DET ZY (KNUTSFORD),,ENGLAND
15011,DET FF (ALDERGROVE),,NORTHERN IRELAND
15012,ST. MAWGAN,,ENGLAND
15013,,,
15014,MOLESWORTH,,ENGLAND
15015,CHELVESTON,,ENGLAND
15016,,,
15017,,,
15018,BASSINGBOURN,,ENGLAND
15019,KIMBOLTON,,ENGLAND
15020,GROVE,,ENGLAND
15021,GOXHILL,,ENGLAND
15022,WARTON,,ENGLAND
15023,,,
15024,STEPPLE MORDEN,,ENGLAND
15025,DEENETHORPE,,ENGLAND
15026,,,
15027,BURTONWOOD,,ENGLAND
15028,BOVINGDON,,ENGLAND
15029,,,
15030,KINGSCLIFFE,,ENGLAND
15031,COUNTY TYRONE CLUNTOE,,IRELAND
15032,CHEDDINGTON,,ENGLAND
15033,ALCONBURY HUNTS,,ENGLAND
15034,WYTON,,ENGLAND
15035,WADDINGTON,,ENGLAND
15036,BRIZE NORTON ,OXFORDSHIRE,ENGLAND
15037,UPPER HEYFORD,,ENGLAND
15038,FAIRFORD,,ENGLAND
15039,PRESTWICK,,SCOTLAND
15040,GREENHAM COMMON, ,ENGLAND
15041,STURGATE,,ENGLAND
15042,BRUNTINGTHORPE,,ENGLAND
15043,WEST GEIRINISH,,SCOTLAND
15044,LOSSIEMOUTH RAF,,SCOTLAND
15045,"(IN USE - ERROR? OSV, BRIT COL.)",,
15046,MACE HEAD,,IRELAND
15301,ATLANTIC OCEAN STN C,,
15401,REMOVED,,
15501,CAPE HARRISON,NEWFOUNDLAND,CANADA
15502,BELLE ISLE,NEWFOUNDLAND,CANADA
15503,CARTWRIGHT,NEWFOUNDLAND,CANADA
15504,DANIEL'S HARBOUR,NEWFOUNDLAND,CANADA
15505,HARRINGTON HARBOUR,QUEBEC,CANADA
15506,ST. ANTHONY,NEWFOUNDLAND,CANADA
15507,BATTLE HARBOUR,NEWFOUNDLAND,CANADA
15508,CAPE BAULD/QUIRPON ISLAND,NEWFOUNDLAND,CANADA
15509,ST. ANTHONY,NEWFOUNDLAND,CANADA
15510,ST. LAWRENCE,NEWFOUNDLAND,CANADA
15511,BLANC SABLON,QUEBEC,CANADA
15512,ST. ANTHONY,NEWFOUNDLAND,CANADA
15513,CHEVERY,QUEBEC,CANADA
15514,MARY'S HARBOR,NEWFOUNDLAND,CANADA
15515,FEROLLE POINT,NEWFOUNDLAND,CANADA
15516,MAKKOVIK,NEWFOUNDLAND,CANADA
15517,MAKKOVIK APT,NEWFOUNDLAND,CANADA
15518,MARY'S HARBOR,NEWFOUNDLAND,CANADA
15519,ENGLEE,NEWFOUNDLAND,CANADA
15520,ALEXIS RIVER,NEWFOUNDLAND,CANADA
15601,*GOOSE BAY,NEWFOUNDLAND,CANADA
15602,*HEBREN,NEWFOUNDLAND,CANADA
15603,*MECATINA,QUEBEC,CANADA
15604,*MINGAN TWEED,QUEBEC,CANADA
15605,*(FORT CHIMO) KUUJJUAQ,QUEBEC,CANADA
15606,*INDIAN HOUSE LAKE,QUEBEC,CANADA
15607,GOOSE BAY,NEWFOUNDLAND,CANADA
15608,ASHUANIPI,NEWFOUNDLAND,CANADA
15609,FORT MCKENZIE,QUEBEC,CANADA
15610,HOPEDALE,NEWFOUNDLAND,CANADA
15611,KNOB LAKE,QUEBEC,CANADA
15612,NATASHQUAN,QUEBEC,CANADA
15613,SEPT ISLANDS,QUEBEC,CANADA
15614,WACOUNO LAKE,QUEBEC,CANADA
15615,MILE 163,NEWFOUNDLAND,CANADA
15616,MENIHEK RAPIDS,NEWFOUNDLAND,CANADA
15617,MILE 134,QUEBEC,CANADA
